date,y_reg,pos,costs,r_strategy,r_bh,equity_strategy,equity_bh
1999-12-17,0.013279777798412917,0,0.0,0.0,0.013279777798412917,1.0,1.0133683456672238
1999-12-20,0.05220571663742647,0,0.0,0.0,0.05220571663742647,1.0,1.06767724994032
1999-12-21,-0.00335946564557869,0,0.0,-0.0,-0.00335946564557869,1.0,1.0640964430651707
1999-12-22,0.01170908275942859,0,0.0,0.0,0.01170908275942859,1.0,1.076629267128193
1999-12-23,-0.005558658003827493,0,0.0,-0.0,-0.005558658003827493,1.0,1.0706612556696111
1999-12-27,-0.006150424755600978,0,0.0,-0.0,-0.006150424755600978,1.0,1.064096443065171
1999-12-28,0.03688830020923006,0,0.0,0.0,0.03688830020923006,1.0,1.1040821198376702
1999-12-29,-0.010869672236903879,0,0.0,-0.0,-0.010869672236903879,1.0,1.0921460969205063
1999-12-30,-0.0010934938213712185,0,0.0,-0.0,-0.0010934938213712185,1.0,1.0909524946287898
1999-12-31,0.0359963655024313,0,0.0,0.0,0.0359963655024313,1.0,1.1309381714012892
2000-01-03,-0.07106814814912954,0,0.0,-0.0,-0.07106814814912954,1.0,1.0533540224397233
2000-01-04,0.0005664117965082575,0,0.0,0.0,0.0005664117965082575,1.0,1.0539508235855815
2000-01-05,-0.09746425353560079,0,0.0,-0.0,-0.09746425353560079,1.0,0.9560754356648368
2000-01-06,0.1165338162559516,0,0.0,0.0,0.1165338162559516,1.0,1.0742420625447604
2000-01-07,0.027398974188114347,0,0.0,0.0,0.027398974188114347,1.0,1.1040821198376705
2000-01-10,-0.04533667487478175,0,0.0,-0.0,-0.04533667487478175,1.0,1.055144425877298
2000-01-11,-0.026943446986049457,0,0.0,-0.0,-0.026943446986049457,1.0,1.0270947720219623
2000-01-12,0.05867446980505256,0,0.0,0.0,0.05867446980505256,1.0,1.0891620911912154
2000-01-13,0.023288352772196153,0,0.0,0.0,0.023288352772196153,1.0,1.114824540463118
2000-01-14,0.005339040979420328,0,0.0,0.0,0.005339040979420328,1.0,1.1207925519217001
2000-01-18,0.022117805253618974,0,0.0,0.0,0.022117805253618974,1.0,1.1458582000477444
2000-01-19,-0.009945122533398063,0,0.0,-0.0,-0.009945122533398063,1.0,1.1345189782764387
2000-01-20,0.01254590423345541,0,0.0,0.0,0.01254590423345541,1.0,1.1488422057770356
2000-01-21,-0.048971998882179506,0,0.0,-0.0,-0.048971998882179506,1.0,1.0939365003580812
2000-01-24,0.014622518867541963,0,0.0,0.0,0.014622518867541963,1.0,1.1100501312962525
2000-01-25,-0.04115807249350744,0,0.0,-0.0,-0.04115807249350744,1.0,1.0652900453568876
2000-01-26,0.01446076366967388,0,0.0,0.0,0.01446076366967388,1.0,1.0808068751492008
2000-01-27,-0.051554888075914636,0,0.0,-0.0,-0.051554888075914636,1.0,1.0264979708761046
2000-01-28,0.04212347281124282,0,0.0,0.0,0.04212347281124282,1.0,1.0706612556696116
2000-01-31,0.02640417419651071,0,0.0,0.0,0.02640417419651071,1.0,1.0993077106708051
2000-02-01,0.008648702558531896,0,0.0,0.0,0.008648702558531896,1.0,1.1088565290045365
2000-02-02,0.038019362525147406,0,0.0,0.0,0.038019362525147406,1.0,1.151826211506327
2000-02-03,0.006713167478508831,0,0.0,0.0,0.006713167478508831,1.0,1.1595846264024836
